State,YEAR,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
South Carolina,2003,"Combined Heat and Power, Commercial Power",Petroleum,905.0
South Carolina,2003,"Combined Heat and Power, Electric Power",Natural Gas,99824.0
South Carolina,2003,"Combined Heat and Power, Industrial Power",Coal,366513.0
South Carolina,2003,"Combined Heat and Power, Industrial Power",Natural Gas,11170.0
South Carolina,2003,"Combined Heat and Power, Industrial Power",Other,24463.0
South Carolina,2003,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
South Carolina,2003,"Combined Heat and Power, Industrial Power",Other Gases,73.0
South Carolina,2003,"Combined Heat and Power, Industrial Power",Petroleum,147893.0
South Carolina,2003,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1244262.0
South Carolina,2003,"Electric Generators, Electric Utilities",Coal,37065509.0
South Carolina,2003,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3590944.0
South Carolina,2003,"Electric Generators, Electric Utilities",Natural Gas,1365534.0
South Carolina,2003,"Electric Generators, Electric Utilities",Nuclear,50417690.0
South Carolina,2003,"Electric Generators, Electric Utilities",Other Biomass,22091.0
South Carolina,2003,"Electric Generators, Electric Utilities",Petroleum,289475.0
South Carolina,2003,"Electric Generators, Electric Utilities",Pumped Storage,-1206813.0
South Carolina,2003,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,73694.0
South Carolina,2003,"Electric Generators, Independent Power Producers",Natural Gas,186076.0
South Carolina,2003,"Electric Generators, Independent Power Producers",Petroleum,18598.0
South Carolina,2003,Total Electric Power Industry,Coal,37432022.0
South Carolina,2003,Total Electric Power Industry,Hydroelectric Conventional,3665425.0
South Carolina,2003,Total Electric Power Industry,Natural Gas,1662782.0
South Carolina,2003,Total Electric Power Industry,Nuclear,50417690.0
South Carolina,2003,Total Electric Power Industry,Other,48678.0
South Carolina,2003,Total Electric Power Industry,Other Biomass,51685.0
South Carolina,2003,Total Electric Power Industry,Other Gases,73.0
South Carolina,2003,Total Electric Power Industry,Petroleum,456871.0
South Carolina,2003,Total Electric Power Industry,Pumped Storage,-1206813.0
South Carolina,2003,Total Electric Power Industry,Wood and Wood Derived Fuels,1244262.0
South Carolina,2004,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,2073.0
South Carolina,2004,"Combined Heat and Power, Commercial Power",Natural Gas,336.0
South Carolina,2004,"Combined Heat and Power, Commercial Power",Other,37284.0
South Carolina,2004,"Combined Heat and Power, Commercial Power",Other Biomass,45564.0
South Carolina,2004,"Combined Heat and Power, Commercial Power",Petroleum,1456.0
South Carolina,2004,"Combined Heat and Power, Electric Power",Natural Gas,847691.0
South Carolina,2004,"Combined Heat and Power, Electric Power",Petroleum,7146.0
South Carolina,2004,"Combined Heat and Power, Industrial Power",Coal,405588.0
South Carolina,2004,"Combined Heat and Power, Industrial Power",Natural Gas,10751.0
South Carolina,2004,"Combined Heat and Power, Industrial Power",Other,49628.0
South Carolina,2004,"Combined Heat and Power, Industrial Power",Other Gases,10.0
South Carolina,2004,"Combined Heat and Power, Industrial Power",Petroleum,161505.0
South Carolina,2004,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1478362.0
South Carolina,2004,"Electric Generators, Electric Utilities",Coal,38516633.0
South Carolina,2004,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2382224.0
South Carolina,2004,"Electric Generators, Electric Utilities",Natural Gas,2527104.0
South Carolina,2004,"Electric Generators, Electric Utilities",Nuclear,51200640.0
South Carolina,2004,"Electric Generators, Electric Utilities",Other Biomass,23388.0
South Carolina,2004,"Electric Generators, Electric Utilities",Petroleum,690073.0
South Carolina,2004,"Electric Generators, Electric Utilities",Pumped Storage,-1149090.0
South Carolina,2004,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,215855.0
South Carolina,2004,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,62613.0
South Carolina,2004,"Electric Generators, Independent Power Producers",Natural Gas,411981.0
South Carolina,2004,"Electric Generators, Independent Power Producers",Petroleum,11116.0
South Carolina,2004,Total Electric Power Industry,Coal,38922219.0
South Carolina,2004,Total Electric Power Industry,Hydroelectric Conventional,2446909.0
South Carolina,2004,Total Electric Power Industry,Natural Gas,3797857.0
South Carolina,2004,Total Electric Power Industry,Nuclear,51200640.0
South Carolina,2004,Total Electric Power Industry,Other,86912.0
South Carolina,2004,Total Electric Power Industry,Other Biomass,68964.0
South Carolina,2004,Total Electric Power Industry,Other Gases,10.0
South Carolina,2004,Total Electric Power Industry,Petroleum,871291.0
South Carolina,2004,Total Electric Power Industry,Pumped Storage,-1149090.0
South Carolina,2004,Total Electric Power Industry,Wood and Wood Derived Fuels,1694217.0
South Carolina,2005,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,2507.0
South Carolina,2005,"Combined Heat and Power, Commercial Power",Natural Gas,580.0
South Carolina,2005,"Combined Heat and Power, Commercial Power",Other,34177.0
South Carolina,2005,"Combined Heat and Power, Commercial Power",Other Biomass,43497.0
South Carolina,2005,"Combined Heat and Power, Commercial Power",Petroleum,1134.0
South Carolina,2005,"Combined Heat and Power, Electric Power",Natural Gas,595289.0
South Carolina,2005,"Combined Heat and Power, Electric Power",Petroleum,0.0
South Carolina,2005,"Combined Heat and Power, Industrial Power",Coal,339630.0
South Carolina,2005,"Combined Heat and Power, Industrial Power",Natural Gas,7635.0
South Carolina,2005,"Combined Heat and Power, Industrial Power",Other,59504.0
South Carolina,2005,"Combined Heat and Power, Industrial Power",Other Gases,5641.0
South Carolina,2005,"Combined Heat and Power, Industrial Power",Petroleum,132742.0
South Carolina,2005,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1453072.0
South Carolina,2005,"Electric Generators, Electric Utilities",Coal,39352429.0
South Carolina,2005,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2858777.0
South Carolina,2005,"Electric Generators, Electric Utilities",Natural Gas,4153040.0
South Carolina,2005,"Electric Generators, Electric Utilities",Nuclear,53137554.0
South Carolina,2005,"Electric Generators, Electric Utilities",Other Biomass,44158.0
South Carolina,2005,"Electric Generators, Electric Utilities",Petroleum,484180.0
South Carolina,2005,"Electric Generators, Electric Utilities",Pumped Storage,-1198675.0
South Carolina,2005,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,272908.0
South Carolina,2005,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,76863.0
South Carolina,2005,"Electric Generators, Independent Power Producers",Natural Gas,657638.0
South Carolina,2005,"Electric Generators, Independent Power Producers",Petroleum,377.0
South Carolina,2005,Total Electric Power Industry,Coal,39692059.0
South Carolina,2005,Total Electric Power Industry,Hydroelectric Conventional,2938146.0
South Carolina,2005,Total Electric Power Industry,Natural Gas,5414183.0
South Carolina,2005,Total Electric Power Industry,Nuclear,53137554.0
South Carolina,2005,Total Electric Power Industry,Other,93680.0
South Carolina,2005,Total Electric Power Industry,Other Biomass,87659.0
South Carolina,2005,Total Electric Power Industry,Other Gases,5641.0
South Carolina,2005,Total Electric Power Industry,Petroleum,618434.0
South Carolina,2005,Total Electric Power Industry,Pumped Storage,-1198675.0
South Carolina,2005,Total Electric Power Industry,Wood and Wood Derived Fuels,1725980.0
South Carolina,2006,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1652.0
South Carolina,2006,"Combined Heat and Power, Commercial Power",Natural Gas,688.0
South Carolina,2006,"Combined Heat and Power, Commercial Power",Other,35365.0
South Carolina,2006,"Combined Heat and Power, Commercial Power",Other Biomass,45011.0
South Carolina,2006,"Combined Heat and Power, Commercial Power",Petroleum,1173.0
South Carolina,2006,"Combined Heat and Power, Electric Power",Natural Gas,622502.0
South Carolina,2006,"Combined Heat and Power, Electric Power",Petroleum,0.0
South Carolina,2006,"Combined Heat and Power, Industrial Power",Coal,331939.0
South Carolina,2006,"Combined Heat and Power, Industrial Power",Natural Gas,11252.0
South Carolina,2006,"Combined Heat and Power, Industrial Power",Other,59545.0
South Carolina,2006,"Combined Heat and Power, Industrial Power",Other Gases,15.0
South Carolina,2006,"Combined Heat and Power, Industrial Power",Petroleum,100221.0
South Carolina,2006,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1455496.0
South Carolina,2006,"Electric Generators, Electric Utilities",Coal,39140910.0
South Carolina,2006,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1766438.0
South Carolina,2006,"Electric Generators, Electric Utilities",Natural Gas,4742493.0
South Carolina,2006,"Electric Generators, Electric Utilities",Nuclear,50797372.0
South Carolina,2006,"Electric Generators, Electric Utilities",Other Biomass,61042.0
South Carolina,2006,"Electric Generators, Electric Utilities",Petroleum,135523.0
South Carolina,2006,"Electric Generators, Electric Utilities",Pumped Storage,-1119899.0
South Carolina,2006,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,348887.0
South Carolina,2006,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,38857.0
South Carolina,2006,"Electric Generators, Independent Power Producers",Natural Gas,691124.0
South Carolina,2006,"Electric Generators, Independent Power Producers",Petroleum,0.0
South Carolina,2006,Total Electric Power Industry,Coal,39472847.0
South Carolina,2006,Total Electric Power Industry,Hydroelectric Conventional,1806948.0
South Carolina,2006,Total Electric Power Industry,Natural Gas,6068062.0
South Carolina,2006,Total Electric Power Industry,Nuclear,50797372.0
South Carolina,2006,Total Electric Power Industry,Other,94909.0
South Carolina,2006,Total Electric Power Industry,Other Biomass,106053.0
South Carolina,2006,Total Electric Power Industry,Other Gases,15.0
South Carolina,2006,Total Electric Power Industry,Petroleum,236917.0
South Carolina,2006,Total Electric Power Industry,Pumped Storage,-1119899.0
South Carolina,2006,Total Electric Power Industry,Wood and Wood Derived Fuels,1804383.0
South Carolina,2007,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,700.0
South Carolina,2007,"Combined Heat and Power, Commercial Power",Natural Gas,1324.0
South Carolina,2007,"Combined Heat and Power, Commercial Power",Other,28881.0
South Carolina,2007,"Combined Heat and Power, Commercial Power",Other Biomass,36760.0
South Carolina,2007,"Combined Heat and Power, Commercial Power",Petroleum,1122.0
South Carolina,2007,"Combined Heat and Power, Electric Power",Natural Gas,619160.0
South Carolina,2007,"Combined Heat and Power, Electric Power",Petroleum,210.0
South Carolina,2007,"Combined Heat and Power, Industrial Power",Coal,312439.0
South Carolina,2007,"Combined Heat and Power, Industrial Power",Natural Gas,5304.0
South Carolina,2007,"Combined Heat and Power, Industrial Power",Other,67483.0
South Carolina,2007,"Combined Heat and Power, Industrial Power",Other Gases,15.0
South Carolina,2007,"Combined Heat and Power, Industrial Power",Petroleum,41160.0
South Carolina,2007,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1519678.0
South Carolina,2007,"Electric Generators, Electric Utilities",Coal,41270231.0
South Carolina,2007,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1523501.0
South Carolina,2007,"Electric Generators, Electric Utilities",Natural Gas,4599719.0
South Carolina,2007,"Electric Generators, Electric Utilities",Nuclear,53199914.0
South Carolina,2007,"Electric Generators, Electric Utilities",Other Biomass,63842.0
South Carolina,2007,"Electric Generators, Electric Utilities",Petroleum,174663.0
South Carolina,2007,"Electric Generators, Electric Utilities",Pumped Storage,-1210614.0
South Carolina,2007,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,375755.0
South Carolina,2007,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,31710.0
South Carolina,2007,"Electric Generators, Independent Power Producers",Natural Gas,739047.0
South Carolina,2007,"Electric Generators, Independent Power Producers",Petroleum,132.0
South Carolina,2007,Total Electric Power Industry,Coal,41582668.0
South Carolina,2007,Total Electric Power Industry,Hydroelectric Conventional,1555912.0
South Carolina,2007,Total Electric Power Industry,Natural Gas,5964557.0
South Carolina,2007,Total Electric Power Industry,Nuclear,53199914.0
South Carolina,2007,Total Electric Power Industry,Other,96365.0
South Carolina,2007,Total Electric Power Industry,Other Biomass,100601.0
South Carolina,2007,Total Electric Power Industry,Other Gases,15.0
South Carolina,2007,Total Electric Power Industry,Petroleum,217288.0
South Carolina,2007,Total Electric Power Industry,Pumped Storage,-1210614.0
South Carolina,2007,Total Electric Power Industry,Wood and Wood Derived Fuels,1895433.0
South Carolina,2008,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,572.0
South Carolina,2008,"Combined Heat and Power, Commercial Power",Natural Gas,1.0
South Carolina,2008,"Combined Heat and Power, Commercial Power",Other,25784.0
South Carolina,2008,"Combined Heat and Power, Commercial Power",Other Biomass,32817.0
South Carolina,2008,"Combined Heat and Power, Commercial Power",Petroleum,1125.0
South Carolina,2008,"Combined Heat and Power, Electric Power",Natural Gas,505701.0
South Carolina,2008,"Combined Heat and Power, Electric Power",Petroleum,0.0
South Carolina,2008,"Combined Heat and Power, Industrial Power",Coal,242992.0
South Carolina,2008,"Combined Heat and Power, Industrial Power",Natural Gas,3692.0
South Carolina,2008,"Combined Heat and Power, Industrial Power",Other,67743.0
South Carolina,2008,"Combined Heat and Power, Industrial Power",Other Gases,0.0
South Carolina,2008,"Combined Heat and Power, Industrial Power",Petroleum,19233.0
South Carolina,2008,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1404618.0
South Carolina,2008,"Electric Generators, Electric Utilities",Coal,41184320.0
South Carolina,2008,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1100452.0
South Carolina,2008,"Electric Generators, Electric Utilities",Natural Gas,4610729.0
South Carolina,2008,"Electric Generators, Electric Utilities",Nuclear,51762950.0
South Carolina,2008,"Electric Generators, Electric Utilities",Other Biomass,77771.0
South Carolina,2008,"Electric Generators, Electric Utilities",Petroleum,160101.0
South Carolina,2008,"Electric Generators, Electric Utilities",Pumped Storage,-1266564.0
South Carolina,2008,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,291449.0
South Carolina,2008,"Electric Generators, Independent Power Producers",Coal,112383.0
South Carolina,2008,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,22093.0
South Carolina,2008,"Electric Generators, Independent Power Producers",Natural Gas,608868.0
South Carolina,2008,"Electric Generators, Independent Power Producers",Other Biomass,9173.0
South Carolina,2008,"Electric Generators, Independent Power Producers",Petroleum,8.0
South Carolina,2008,Total Electric Power Industry,Coal,41539695.0
South Carolina,2008,Total Electric Power Industry,Hydroelectric Conventional,1123114.0
South Carolina,2008,Total Electric Power Industry,Natural Gas,5728987.0
South Carolina,2008,Total Electric Power Industry,Nuclear,51762950.0
South Carolina,2008,Total Electric Power Industry,Other,93528.0
South Carolina,2008,Total Electric Power Industry,Other Biomass,119759.0
South Carolina,2008,Total Electric Power Industry,Other Gases,0.0
South Carolina,2008,Total Electric Power Industry,Petroleum,180466.0
South Carolina,2008,Total Electric Power Industry,Pumped Storage,-1266564.0
South Carolina,2008,Total Electric Power Industry,Wood and Wood Derived Fuels,1696068.0
South Carolina,2009,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1235.0
South Carolina,2009,"Combined Heat and Power, Commercial Power",Natural Gas,17.0
South Carolina,2009,"Combined Heat and Power, Commercial Power",Other,17445.0
South Carolina,2009,"Combined Heat and Power, Commercial Power",Other Biomass,22205.0
South Carolina,2009,"Combined Heat and Power, Commercial Power",Petroleum,48.0
South Carolina,2009,"Combined Heat and Power, Electric Power",Coal,107190.0
South Carolina,2009,"Combined Heat and Power, Electric Power",Natural Gas,542913.0
South Carolina,2009,"Combined Heat and Power, Electric Power",Petroleum,0.0
South Carolina,2009,"Combined Heat and Power, Industrial Power",Coal,223799.0
South Carolina,2009,"Combined Heat and Power, Industrial Power",Natural Gas,9215.0
South Carolina,2009,"Combined Heat and Power, Industrial Power",Other,73584.0
South Carolina,2009,"Combined Heat and Power, Industrial Power",Other Gases,0.0
South Carolina,2009,"Combined Heat and Power, Industrial Power",Petroleum,32505.0
South Carolina,2009,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1329105.0
South Carolina,2009,"Electric Generators, Electric Utilities",Coal,34146525.0
South Carolina,2009,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2277232.0
South Carolina,2009,"Electric Generators, Electric Utilities",Natural Gas,8876533.0
South Carolina,2009,"Electric Generators, Electric Utilities",Nuclear,52149734.0
South Carolina,2009,"Electric Generators, Electric Utilities",Other Biomass,90545.0
South Carolina,2009,"Electric Generators, Electric Utilities",Petroleum,490913.0
South Carolina,2009,"Electric Generators, Electric Utilities",Pumped Storage,-976443.0
South Carolina,2009,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,281611.0
South Carolina,2009,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,53539.0
South Carolina,2009,"Electric Generators, Independent Power Producers",Natural Gas,351511.0
South Carolina,2009,"Electric Generators, Independent Power Producers",Other Biomass,24503.0
South Carolina,2009,"Electric Generators, Independent Power Producers",Petroleum,22.0
South Carolina,2009,Total Electric Power Industry,Coal,34477513.0
South Carolina,2009,Total Electric Power Industry,Hydroelectric Conventional,2332007.0
South Carolina,2009,Total Electric Power Industry,Natural Gas,9780193.0
South Carolina,2009,Total Electric Power Industry,Nuclear,52149734.0
South Carolina,2009,Total Electric Power Industry,Other,91030.0
South Carolina,2009,Total Electric Power Industry,Other Biomass,137256.0
South Carolina,2009,Total Electric Power Industry,Other Gases,0.0
South Carolina,2009,Total Electric Power Industry,Petroleum,523483.0
South Carolina,2009,Total Electric Power Industry,Pumped Storage,-976443.0
South Carolina,2009,Total Electric Power Industry,Wood and Wood Derived Fuels,1610716.0
South Carolina,2010,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1014.0
South Carolina,2010,"Combined Heat and Power, Commercial Power",Natural Gas,401.0
South Carolina,2010,"Combined Heat and Power, Commercial Power",Petroleum,669.0
South Carolina,2010,"Combined Heat and Power, Electric Power",Coal,125528.0
South Carolina,2010,"Combined Heat and Power, Electric Power",Natural Gas,644155.0
South Carolina,2010,"Combined Heat and Power, Electric Power",Petroleum,0.0
South Carolina,2010,"Combined Heat and Power, Industrial Power",Coal,205200.0
South Carolina,2010,"Combined Heat and Power, Industrial Power",Natural Gas,10746.0
South Carolina,2010,"Combined Heat and Power, Industrial Power",Other,61164.0
South Carolina,2010,"Combined Heat and Power, Industrial Power",Other Gases,0.0
South Carolina,2010,"Combined Heat and Power, Industrial Power",Petroleum,11681.0
South Carolina,2010,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1447783.0
South Carolina,2010,"Electric Generators, Electric Utilities",Coal,37340391.0
South Carolina,2010,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2313465.0
South Carolina,2010,"Electric Generators, Electric Utilities",Natural Gas,9322754.0
South Carolina,2010,"Electric Generators, Electric Utilities",Nuclear,51988079.0
South Carolina,2010,"Electric Generators, Electric Utilities",Other Biomass,108238.0
South Carolina,2010,"Electric Generators, Electric Utilities",Petroleum,178378.0
South Carolina,2010,"Electric Generators, Electric Utilities",Pumped Storage,-934701.0
South Carolina,2010,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,294283.0
South Carolina,2010,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,61964.0
South Carolina,2010,"Electric Generators, Independent Power Producers",Natural Gas,949180.0
South Carolina,2010,"Electric Generators, Independent Power Producers",Other Biomass,22760.0
South Carolina,2010,"Electric Generators, Independent Power Producers",Petroleum,0.0
South Carolina,2010,Total Electric Power Industry,Coal,37671118.0
South Carolina,2010,Total Electric Power Industry,Hydroelectric Conventional,2376442.0
South Carolina,2010,Total Electric Power Industry,Natural Gas,10927237.0
South Carolina,2010,Total Electric Power Industry,Nuclear,51988079.0
South Carolina,2010,Total Electric Power Industry,Other,61164.0
South Carolina,2010,Total Electric Power Industry,Other Biomass,130998.0
South Carolina,2010,Total Electric Power Industry,Other Gases,0.0
South Carolina,2010,Total Electric Power Industry,Petroleum,190725.0
South Carolina,2010,Total Electric Power Industry,Pumped Storage,-934701.0
South Carolina,2010,Total Electric Power Industry,Wood and Wood Derived Fuels,1742068.0
South Carolina,2011,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,22.01
South Carolina,2011,"Combined Heat and Power, Commercial Power",Petroleum,36.0
South Carolina,2011,"Combined Heat and Power, Electric Power",Coal,134615.0
South Carolina,2011,"Combined Heat and Power, Electric Power",Natural Gas,651169.73
South Carolina,2011,"Combined Heat and Power, Industrial Power",Coal,262399.23
South Carolina,2011,"Combined Heat and Power, Industrial Power",Natural Gas,21547.93
South Carolina,2011,"Combined Heat and Power, Industrial Power",Other,60335.28
South Carolina,2011,"Combined Heat and Power, Industrial Power",Petroleum,10657.31
South Carolina,2011,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1697660.76
South Carolina,2011,"Electric Generators, Electric Utilities",Coal,33771534.75
South Carolina,2011,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1511339.01
South Carolina,2011,"Electric Generators, Electric Utilities",Natural Gas,11522364.93
South Carolina,2011,"Electric Generators, Electric Utilities",Nuclear,52902576.0
South Carolina,2011,"Electric Generators, Electric Utilities",Other Biomass,119328.0
South Carolina,2011,"Electric Generators, Electric Utilities",Petroleum,100864.93
South Carolina,2011,"Electric Generators, Electric Utilities",Pumped Storage,-890143.0
South Carolina,2011,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,290413.42
South Carolina,2011,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,42820.020000000004
South Carolina,2011,"Electric Generators, Independent Power Producers",Natural Gas,741260.0
South Carolina,2011,"Electric Generators, Independent Power Producers",Other Biomass,21766.02
South Carolina,2011,Total Electric Power Industry,Coal,34168548.980000004
South Carolina,2011,Total Electric Power Industry,Hydroelectric Conventional,1554181.01
South Carolina,2011,Total Electric Power Industry,Natural Gas,12936342.59
South Carolina,2011,Total Electric Power Industry,Nuclear,52902576.0
South Carolina,2011,Total Electric Power Industry,Other,60335.28
South Carolina,2011,Total Electric Power Industry,Other Biomass,141094.01
South Carolina,2011,Total Electric Power Industry,Petroleum,111558.21
South Carolina,2011,Total Electric Power Industry,Pumped Storage,-890143.0
South Carolina,2011,Total Electric Power Industry,Wood and Wood Derived Fuels,1988074.17
South Carolina,2012,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,143.03
South Carolina,2012,"Combined Heat and Power, Commercial Power",Natural Gas,0.0
South Carolina,2012,"Combined Heat and Power, Commercial Power",Petroleum,67.02
South Carolina,2012,"Combined Heat and Power, Electric Power",Coal,26198.0
South Carolina,2012,"Combined Heat and Power, Electric Power",Natural Gas,727385.54
South Carolina,2012,"Combined Heat and Power, Electric Power",Other,48146.57
South Carolina,2012,"Combined Heat and Power, Electric Power",Petroleum,1533.79
South Carolina,2012,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,19148.65
South Carolina,2012,"Combined Heat and Power, Industrial Power",Coal,161459.4
South Carolina,2012,"Combined Heat and Power, Industrial Power",Natural Gas,90610.58
South Carolina,2012,"Combined Heat and Power, Industrial Power",Other,58099.02
South Carolina,2012,"Combined Heat and Power, Industrial Power",Other Biomass,68481.99
South Carolina,2012,"Combined Heat and Power, Industrial Power",Petroleum,8209.39
South Carolina,2012,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1577333.99
South Carolina,2012,"Electric Generators, Electric Utilities",Coal,28208487.47
South Carolina,2012,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1366894.99
South Carolina,2012,"Electric Generators, Electric Utilities",Natural Gas,12440577.68
South Carolina,2012,"Electric Generators, Electric Utilities",Nuclear,51145302.0
South Carolina,2012,"Electric Generators, Electric Utilities",Other Biomass,113480.99
South Carolina,2012,"Electric Generators, Electric Utilities",Petroleum,98588.88
South Carolina,2012,"Electric Generators, Electric Utilities",Pumped Storage,-896033.0
South Carolina,2012,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,344470.02
South Carolina,2012,"Electric Generators, Independent Power Producers",Coal,0.0
South Carolina,2012,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,53234.01
South Carolina,2012,"Electric Generators, Independent Power Producers",Natural Gas,1073305.0
South Carolina,2012,"Electric Generators, Independent Power Producers",Other Biomass,20557.0
South Carolina,2012,"Electric Generators, Independent Power Producers",Petroleum,0.0
South Carolina,2012,Total Electric Power Industry,Coal,28396144.84
South Carolina,2012,Total Electric Power Industry,Hydroelectric Conventional,1420272.0
South Carolina,2012,Total Electric Power Industry,Natural Gas,14331878.81
South Carolina,2012,Total Electric Power Industry,Nuclear,51145302.0
South Carolina,2012,Total Electric Power Industry,Other,106245.59999999999
South Carolina,2012,Total Electric Power Industry,Other Biomass,202520.0
South Carolina,2012,Total Electric Power Industry,Petroleum,108399.04000000001
South Carolina,2012,Total Electric Power Industry,Pumped Storage,-896033.0
South Carolina,2012,Total Electric Power Industry,Wood and Wood Derived Fuels,1940952.62
South Carolina,2013,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,3861.0099999999998
South Carolina,2013,"Combined Heat and Power, Commercial Power",Natural Gas,4870.01
South Carolina,2013,"Combined Heat and Power, Commercial Power",Petroleum,159.02
South Carolina,2013,"Combined Heat and Power, Electric Power",Natural Gas,875598.63
South Carolina,2013,"Combined Heat and Power, Electric Power",Other,5438.97
South Carolina,2013,"Combined Heat and Power, Electric Power",Petroleum,2872.66
South Carolina,2013,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,60471.39
South Carolina,2013,"Combined Heat and Power, Industrial Power",Coal,158855.77
South Carolina,2013,"Combined Heat and Power, Industrial Power",Natural Gas,58187.89
South Carolina,2013,"Combined Heat and Power, Industrial Power",Other,56567.99
South Carolina,2013,"Combined Heat and Power, Industrial Power",Other Biomass,67996.31999999999
South Carolina,2013,"Combined Heat and Power, Industrial Power",Petroleum,9334.83
South Carolina,2013,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1633518.58
South Carolina,2013,"Electric Generators, Electric Utilities",Coal,24248292.02
South Carolina,2013,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3056127.01
South Carolina,2013,"Electric Generators, Electric Utilities",Natural Gas,10504596.67
South Carolina,2013,"Electric Generators, Electric Utilities",Nuclear,54251968.0
South Carolina,2013,"Electric Generators, Electric Utilities",Other Biomass,127134.98
South Carolina,2013,"Electric Generators, Electric Utilities",Petroleum,90979.75
South Carolina,2013,"Electric Generators, Electric Utilities",Pumped Storage,-794922.0
South Carolina,2013,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,311555.58
South Carolina,2013,"Electric Generators, Independent Power Producers",Coal,0.0
South Carolina,2013,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,100286.01
South Carolina,2013,"Electric Generators, Independent Power Producers",Natural Gas,390821.0
South Carolina,2013,"Electric Generators, Independent Power Producers",Other Biomass,17765.01
South Carolina,2013,"Electric Generators, Independent Power Producers",Petroleum,0.0
South Carolina,2013,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,115.0
South Carolina,2013,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,7442.0
South Carolina,2013,Total Electric Power Industry,Coal,24407147.78
South Carolina,2013,Total Electric Power Industry,Hydroelectric Conventional,3160274.01
South Carolina,2013,Total Electric Power Industry,Natural Gas,11834074.19
South Carolina,2013,Total Electric Power Industry,Nuclear,54251968.0
South Carolina,2013,Total Electric Power Industry,Other,62006.95
South Carolina,2013,Total Electric Power Industry,Other Biomass,212896.3
South Carolina,2013,Total Electric Power Industry,Petroleum,103346.25
South Carolina,2013,Total Electric Power Industry,Pumped Storage,-794922.0
South Carolina,2013,Total Electric Power Industry,Solar Thermal and Photovoltaic,115.0
South Carolina,2013,Total Electric Power Industry,Wood and Wood Derived Fuels,2012987.54
South Carolina,2014,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,3375.7999999999997
