State,YEAR,TYPE OF PRODUCER,GENERATION (Megawatthours)
South Dakota,2012,"Electric Generators, Electric Utilities",9785973.01
South Dakota,2012,"Electric Generators, Independent Power Producers",2248232.99
South Dakota,2012,Total Electric Power Industry,12034206.0
South Dakota,2013,"Combined Heat and Power, Commercial Power",24.51
South Dakota,2013,"Electric Generators, Electric Utilities",8030545.0
South Dakota,2013,"Electric Generators, Independent Power Producers",2078317.0
South Dakota,2013,Total Electric Power Industry,10108886.49
South Dakota,2014,"Combined Heat and Power, Commercial Power",25.77
South Dakota,2014,"Electric Generators, Electric Utilities",9300626.97
South Dakota,2014,"Electric Generators, Independent Power Producers",2229574.28
South Dakota,2014,Total Electric Power Industry,11530226.99
South Dakota,2015,"Combined Heat and Power, Commercial Power",22.0
South Dakota,2015,"Electric Generators, Electric Utilities",7966158.0
South Dakota,2015,"Electric Generators, Independent Power Producers",1666851.0
South Dakota,2015,Total Electric Power Industry,9633033.0
South Dakota,2016,"Combined Heat and Power, Commercial Power",14.0
South Dakota,2016,"Electric Generators, Electric Utilities",8800300.0
South Dakota,2016,"Electric Generators, Independent Power Producers",2723872.0
South Dakota,2016,Total Electric Power Industry,11524182.0
South Dakota,2017,"Combined Heat and Power, Commercial Power",0.0
South Dakota,2017,"Electric Generators, Electric Utilities",8883271.0
South Dakota,2017,"Electric Generators, Independent Power Producers",2052448.0
South Dakota,2017,Total Electric Power Industry,10935718.0
South Dakota,2018,"Combined Heat and Power, Commercial Power",14.0
South Dakota,2018,"Electric Generators, Electric Utilities",10628358.0
South Dakota,2018,"Electric Generators, Independent Power Producers",1988021.0
South Dakota,2018,Total Electric Power Industry,12616396.0
South Dakota,2019,"Combined Heat and Power, Commercial Power",14.0
South Dakota,2019,"Combined Heat and Power, Industrial Power",12421.0
South Dakota,2019,"Electric Generators, Electric Utilities",12384881.0
South Dakota,2019,"Electric Generators, Independent Power Producers",2109329.0
South Dakota,2019,Total Electric Power Industry,14506647.0
South Dakota,2020,"Combined Heat and Power, Commercial Power",12.0
South Dakota,2020,"Combined Heat and Power, Industrial Power",29287.0
South Dakota,2020,"Electric Generators, Electric Utilities",9239179.0
South Dakota,2020,"Electric Generators, Independent Power Producers",4878061.0
South Dakota,2020,Total Electric Power Industry,14146539.0
South Dakota,2021,"Combined Heat and Power, Commercial Power",12.0
South Dakota,2021,"Combined Heat and Power, Industrial Power",28443.0
South Dakota,2021,"Electric Generators, Electric Utilities",9905268.0
South Dakota,2021,"Electric Generators, Independent Power Producers",7900910.0
South Dakota,2021,Total Electric Power Industry,17834631.0
South Dakota,2022,"Combined Heat and Power, Commercial Power",5.0
South Dakota,2022,"Combined Heat and Power, Industrial Power",11619.0
South Dakota,2022,"Electric Generators, Electric Utilities",4409003.0
South Dakota,2022,"Electric Generators, Independent Power Producers",3998843.0
South Dakota,2022,Total Electric Power Industry,8419472.0
Tennessee,2001,"Combined Heat and Power, Commercial Power",106559.0
Tennessee,2001,"Combined Heat and Power, Electric Power",167.0
Tennessee,2001,"Combined Heat and Power, Industrial Power",2930739.0
Tennessee,2001,"Electric Generators, Electric Utilities",92937315.0
Tennessee,2001,"Electric Generators, Independent Power Producers",247196.0
Tennessee,2001,Total Electric Power Industry,96221976.0
Tennessee,2002,"Combined Heat and Power, Commercial Power",86412.0
Tennessee,2002,"Combined Heat and Power, Electric Power",151.0
Tennessee,2002,"Combined Heat and Power, Industrial Power",3249257.0
Tennessee,2002,"Electric Generators, Electric Utilities",92570929.0
Tennessee,2002,"Electric Generators, Independent Power Producers",207517.0
Tennessee,2002,Total Electric Power Industry,96114264.0
Tennessee,2003,"Combined Heat and Power, Commercial Power",111722.0
Tennessee,2003,"Combined Heat and Power, Industrial Power",3376494.0
Tennessee,2003,"Electric Generators, Electric Utilities",88678128.0
Tennessee,2003,"Electric Generators, Independent Power Producers",55447.0
Tennessee,2003,Total Electric Power Industry,92221791.0
Tennessee,2004,"Combined Heat and Power, Commercial Power",110533.0
Tennessee,2004,"Combined Heat and Power, Industrial Power",3083213.0
Tennessee,2004,"Electric Generators, Electric Utilities",94371964.0
Tennessee,2004,"Electric Generators, Independent Power Producers",28837.0
Tennessee,2004,Total Electric Power Industry,97594543.0
Tennessee,2005,"Combined Heat and Power, Commercial Power",101172.0
Tennessee,2005,"Combined Heat and Power, Industrial Power",3034805.0
Tennessee,2005,"Electric Generators, Electric Utilities",93942275.0
Tennessee,2005,"Electric Generators, Independent Power Producers",38918.0
Tennessee,2005,Total Electric Power Industry,97117167.0
Tennessee,2006,"Combined Heat and Power, Commercial Power",108005.0
Tennessee,2006,"Combined Heat and Power, Industrial Power",2723971.0
Tennessee,2006,"Electric Generators, Electric Utilities",90960034.0
Tennessee,2006,"Electric Generators, Independent Power Producers",119093.0
Tennessee,2006,Total Electric Power Industry,93911101.0
Tennessee,2007,"Combined Heat and Power, Commercial Power",121430.0
Tennessee,2007,"Combined Heat and Power, Industrial Power",2394606.0
Tennessee,2007,"Electric Generators, Electric Utilities",92474664.0
Tennessee,2007,"Electric Generators, Independent Power Producers",122711.0
Tennessee,2007,Total Electric Power Industry,95113406.0
Tennessee,2008,"Combined Heat and Power, Commercial Power",82096.0
Tennessee,2008,"Combined Heat and Power, Industrial Power",2240452.0
Tennessee,2008,"Electric Generators, Electric Utilities",88262642.0
Tennessee,2008,"Electric Generators, Independent Power Producers",78121.0
Tennessee,2008,Total Electric Power Industry,90663313.0
Tennessee,2009,"Combined Heat and Power, Commercial Power",117231.0
Tennessee,2009,"Combined Heat and Power, Industrial Power",2086559.0
Tennessee,2009,"Electric Generators, Electric Utilities",77432805.0
Tennessee,2009,"Electric Generators, Independent Power Producers",80293.0
Tennessee,2009,Total Electric Power Industry,79716889.0
Tennessee,2010,"Combined Heat and Power, Commercial Power",100711.0
Tennessee,2010,"Combined Heat and Power, Industrial Power",2368698.0
Tennessee,2010,"Electric Generators, Electric Utilities",79816050.0
Tennessee,2010,"Electric Generators, Independent Power Producers",63165.0
Tennessee,2010,Total Electric Power Industry,82348625.0
Tennessee,2011,"Combined Heat and Power, Commercial Power",126081.82
Tennessee,2011,"Combined Heat and Power, Industrial Power",2356320.37
Tennessee,2011,"Electric Generators, Electric Utilities",78540493.03999999
Tennessee,2011,"Electric Generators, Independent Power Producers",80967.01
Tennessee,2011,Total Electric Power Industry,81103862.22
Tennessee,2012,"Combined Heat and Power, Commercial Power",164390.47
Tennessee,2012,"Combined Heat and Power, Industrial Power",2548433.13
Tennessee,2012,"Electric Generators, Electric Utilities",74897122.02
Tennessee,2012,"Electric Generators, Independent Power Producers",114318.22
Tennessee,2012,Total Electric Power Industry,77724263.78999999
Tennessee,2013,"Combined Heat and Power, Commercial Power",197945.76
Tennessee,2013,"Combined Heat and Power, Industrial Power",3321056.67
Tennessee,2013,"Electric Generators, Electric Utilities",75988871.02
Tennessee,2013,"Electric Generators, Independent Power Producers",143746.01
Tennessee,2013,Total Electric Power Industry,79651619.45
Tennessee,2014,"Combined Heat and Power, Commercial Power",199309.33000000002
Tennessee,2014,"Combined Heat and Power, Industrial Power",2970755.0300000003
Tennessee,2014,"Electric Generators, Electric Utilities",76928493.41
Tennessee,2014,"Electric Generators, Independent Power Producers",158379.88999999998
Tennessee,2014,Total Electric Power Industry,80256937.66
Tennessee,2015,"Combined Heat and Power, Commercial Power",146238.0
Tennessee,2015,"Combined Heat and Power, Industrial Power",2197168.0
Tennessee,2015,"Electric Generators, Electric Utilities",72675779.0
Tennessee,2015,"Electric Generators, Independent Power Producers",195452.0
Tennessee,2015,Total Electric Power Industry,75214635.0
Tennessee,2016,"Combined Heat and Power, Commercial Power",186581.0
Tennessee,2016,"Combined Heat and Power, Industrial Power",2117614.0
Tennessee,2016,"Electric Generators, Electric Utilities",76836693.0
Tennessee,2016,"Electric Generators, Independent Power Producers",199747.0
Tennessee,2016,Total Electric Power Industry,79340634.0
Tennessee,2017,"Combined Heat and Power, Commercial Power",195237.0
Tennessee,2017,"Combined Heat and Power, Industrial Power",2075030.0
Tennessee,2017,"Electric Generators, Electric Utilities",76547309.0
Tennessee,2017,"Electric Generators, Independent Power Producers",228645.0
Tennessee,2017,Total Electric Power Industry,79046220.0
Tennessee,2018,"Combined Heat and Power, Commercial Power",228945.0
Tennessee,2018,"Combined Heat and Power, Industrial Power",2183260.0
Tennessee,2018,"Electric Generators, Electric Utilities",78854061.0
Tennessee,2018,"Electric Generators, Independent Power Producers",288651.0
Tennessee,2018,Total Electric Power Industry,81554916.0
Tennessee,2019,"Combined Heat and Power, Commercial Power",212583.0
Tennessee,2019,"Combined Heat and Power, Industrial Power",2530581.0
Tennessee,2019,"Electric Generators, Electric Utilities",79134921.0
Tennessee,2019,"Electric Generators, Independent Power Producers",449024.0
Tennessee,2019,Total Electric Power Industry,82327110.0
Tennessee,2020,"Combined Heat and Power, Commercial Power",220147.0
Tennessee,2020,"Combined Heat and Power, Industrial Power",2285571.0
Tennessee,2020,"Electric Generators, Electric Utilities",77607950.0
Tennessee,2020,"Electric Generators, Independent Power Producers",452343.0
Tennessee,2020,Total Electric Power Industry,80566009.0
Tennessee,2021,"Combined Heat and Power, Commercial Power",205812.0
Tennessee,2021,"Combined Heat and Power, Industrial Power",2204479.0
Tennessee,2021,"Electric Generators, Electric Utilities",78603226.0
Tennessee,2021,"Electric Generators, Independent Power Producers",465366.0
Tennessee,2021,Total Electric Power Industry,81478885.0
Tennessee,2022,"Combined Heat and Power, Commercial Power",87886.0
Tennessee,2022,"Combined Heat and Power, Industrial Power",859469.0
Tennessee,2022,"Electric Generators, Electric Utilities",32440357.0
Tennessee,2022,"Electric Generators, Independent Power Producers",292040.0
Tennessee,2022,Total Electric Power Industry,33679753.0
Texas,2001,"Combined Heat and Power, Commercial Power",482828.0
Texas,2001,"Combined Heat and Power, Electric Power",35617943.0
Texas,2001,"Combined Heat and Power, Industrial Power",40687607.0
Texas,2001,"Electric Generators, Electric Utilities",265012958.0
Texas,2001,"Electric Generators, Independent Power Producers",30778669.0
Texas,2001,Total Electric Power Industry,372580005.0
Texas,2002,"Combined Heat and Power, Commercial Power",470519.0
Texas,2002,"Combined Heat and Power, Electric Power",56862122.0
Texas,2002,"Combined Heat and Power, Industrial Power",39931746.0
Texas,2002,"Electric Generators, Electric Utilities",149587267.0
Texas,2002,"Electric Generators, Independent Power Producers",138776885.0
Texas,2002,Total Electric Power Industry,385628540.0
Texas,2003,"Combined Heat and Power, Commercial Power",495148.0
Texas,2003,"Combined Heat and Power, Electric Power",55431761.0
Texas,2003,"Combined Heat and Power, Industrial Power",39276990.0
Texas,2003,"Electric Generators, Electric Utilities",86882044.0
Texas,2003,"Electric Generators, Independent Power Producers",197113741.0
Texas,2003,Total Electric Power Industry,379199684.0
Texas,2004,"Combined Heat and Power, Commercial Power",475882.0
Texas,2004,"Combined Heat and Power, Electric Power",49840547.0
Texas,2004,"Combined Heat and Power, Industrial Power",41951006.0
Texas,2004,"Electric Generators, Electric Utilities",92054152.0
Texas,2004,"Electric Generators, Independent Power Producers",205977547.0
Texas,2004,Total Electric Power Industry,390299131.0
Texas,2005,"Combined Heat and Power, Commercial Power",507545.0
Texas,2005,"Combined Heat and Power, Electric Power",44758580.0
Texas,2005,"Combined Heat and Power, Industrial Power",39282490.0
Texas,2005,"Electric Generators, Electric Utilities",95187029.0
Texas,2005,"Electric Generators, Independent Power Producers",216933078.0
Texas,2005,Total Electric Power Industry,396668722.0
Texas,2006,"Combined Heat and Power, Commercial Power",521150.0
Texas,2006,"Combined Heat and Power, Electric Power",41286411.0
Texas,2006,"Combined Heat and Power, Industrial Power",39387889.0
Texas,2006,"Electric Generators, Electric Utilities",94637955.0
Texas,2006,"Electric Generators, Independent Power Producers",224749474.0
Texas,2006,Total Electric Power Industry,400582878.0
Texas,2007,"Combined Heat and Power, Commercial Power",475531.0
Texas,2007,"Combined Heat and Power, Electric Power",46009739.0
Texas,2007,"Combined Heat and Power, Industrial Power",37027937.0
Texas,2007,"Electric Generators, Electric Utilities",97259636.0
Texas,2007,"Electric Generators, Independent Power Producers",224719455.0
Texas,2007,Total Electric Power Industry,405492296.0
Texas,2008,"Combined Heat and Power, Commercial Power",466790.0
Texas,2008,"Combined Heat and Power, Electric Power",45785203.0
Texas,2008,"Combined Heat and Power, Industrial Power",34739660.0
Texas,2008,"Electric Generators, Electric Utilities",94637159.0
Texas,2008,"Electric Generators, Independent Power Producers",229158971.0
Texas,2008,Total Electric Power Industry,404787783.0
Texas,2009,"Combined Heat and Power, Commercial Power",468080.0
Texas,2009,"Combined Heat and Power, Electric Power",44780255.0
Texas,2009,"Combined Heat and Power, Industrial Power",34494295.0
Texas,2009,"Electric Generators, Electric Utilities",90418339.0
Texas,2009,"Electric Generators, Independent Power Producers",227006940.0
Texas,2009,Total Electric Power Industry,397167910.0
Texas,2010,"Combined Heat and Power, Commercial Power",497180.0
Texas,2010,"Combined Heat and Power, Electric Power",43044646.0
Texas,2010,"Combined Heat and Power, Industrial Power",40824290.0
Texas,2010,"Electric Generators, Electric Utilities",95099161.0
Texas,2010,"Electric Generators, Independent Power Producers",232229771.0
Texas,2010,Total Electric Power Industry,411695045.0
Texas,2011,"Combined Heat and Power, Commercial Power",497383.67000000004
Texas,2011,"Combined Heat and Power, Electric Power",44969357.4
Texas,2011,"Combined Heat and Power, Industrial Power",38137986.55
Texas,2011,"Electric Generators, Electric Utilities",99451076.79
Texas,2011,"Electric Generators, Independent Power Producers",252421119.18
Texas,2011,Total Electric Power Industry,435476923.58
Texas,2012,"Combined Heat and Power, Commercial Power",707174.38
Texas,2012,"Combined Heat and Power, Electric Power",45751676.73
Texas,2012,"Combined Heat and Power, Industrial Power",41214656.77
Texas,2012,"Electric Generators, Electric Utilities",95135047.95
Texas,2012,"Electric Generators, Independent Power Producers",247003953.99
Texas,2012,Total Electric Power Industry,429812509.79
Texas,2013,"Combined Heat and Power, Commercial Power",734306.69
Texas,2013,"Combined Heat and Power, Electric Power",42941808.97
Texas,2013,"Combined Heat and Power, Industrial Power",40731330.69
Texas,2013,"Electric Generators, Electric Utilities",96131887.63
Texas,2013,"Electric Generators, Independent Power Producers",252840831.74
Texas,2013,Total Electric Power Industry,433380165.7
Texas,2014,"Combined Heat and Power, Commercial Power",791601.73
Texas,2014,"Combined Heat and Power, Electric Power",43819947.88
Texas,2014,"Combined Heat and Power, Industrial Power",39857200.08
Texas,2014,"Electric Generators, Electric Utilities",95239874.32000001
Texas,2014,"Electric Generators, Independent Power Producers",257527782.63
Texas,2014,Total Electric Power Industry,437236406.63
Texas,2015,"Combined Heat and Power, Commercial Power",712065.0
Texas,2015,"Combined Heat and Power, Electric Power",45194123.0
Texas,2015,"Combined Heat and Power, Industrial Power",42004492.0
Texas,2015,"Electric Generators, Electric Utilities",88211970.0
Texas,2015,"Electric Generators, Independent Power Producers",273703689.0
Texas,2015,Total Electric Power Industry,449826336.0
Texas,2016,"Combined Heat and Power, Commercial Power",777367.0
Texas,2016,"Combined Heat and Power, Electric Power",45199466.0
Texas,2016,"Combined Heat and Power, Industrial Power",43194566.0
Texas,2016,"Electric Generators, Electric Utilities",88048120.0
Texas,2016,"Electric Generators, Independent Power Producers",276828070.0
Texas,2016,Total Electric Power Industry,454047591.0
Texas,2017,"Combined Heat and Power, Commercial Power",726895.0
Texas,2017,"Combined Heat and Power, Electric Power",39522952.0
Texas,2017,"Combined Heat and Power, Industrial Power",41984520.0
Texas,2017,"Electric Generators, Electric Utilities",81081662.0
Texas,2017,"Electric Generators, Independent Power Producers",289478335.0
Texas,2017,Total Electric Power Industry,452794367.0
Texas,2018,"Combined Heat and Power, Commercial Power",743059.0
Texas,2018,"Combined Heat and Power, Electric Power",40650047.0
Texas,2018,"Combined Heat and Power, Industrial Power",44578984.0
Texas,2018,"Electric Generators, Electric Utilities",92964517.0
Texas,2018,"Electric Generators, Independent Power Producers",298415820.0
Texas,2018,Total Electric Power Industry,477352423.0
Texas,2019,"Combined Heat and Power, Commercial Power",755292.0
Texas,2019,"Combined Heat and Power, Electric Power",43502651.0
Texas,2019,"Combined Heat and Power, Industrial Power",43714376.0
Texas,2019,"Electric Generators, Electric Utilities",85817531.0
Texas,2019,"Electric Generators, Independent Power Producers",309411181.0
Texas,2019,Total Electric Power Industry,483201030.0
Texas,2020,"Combined Heat and Power, Commercial Power",606182.0
Texas,2020,"Combined Heat and Power, Electric Power",43515021.0
Texas,2020,"Combined Heat and Power, Industrial Power",41973649.0
Texas,2020,"Electric Generators, Electric Utilities",77675641.0
Texas,2020,"Electric Generators, Independent Power Producers",309744423.0
Texas,2020,Total Electric Power Industry,473514913.0
Texas,2021,"Combined Heat and Power, Commercial Power",612266.0
Texas,2021,"Combined Heat and Power, Electric Power",41947893.0
Texas,2021,"Combined Heat and Power, Industrial Power",41286435.0
Texas,2021,"Electric Generators, Electric Utilities",82082918.0
Texas,2021,"Electric Generators, Independent Power Producers",317632263.0
Texas,2021,Total Electric Power Industry,483561772.0
Texas,2022,"Combined Heat and Power, Commercial Power",231397.0
Texas,2022,"Combined Heat and Power, Electric Power",15175483.0
Texas,2022,"Combined Heat and Power, Industrial Power",16831864.0
Texas,2022,"Electric Generators, Electric Utilities",32080465.0
Texas,2022,"Electric Generators, Independent Power Producers",138312912.0
Texas,2022,Total Electric Power Industry,202632121.0
Utah,2001,"Combined Heat and Power, Commercial Power",20964.0
Utah,2001,"Combined Heat and Power, Electric Power",9680.0
Utah,2001,"Combined Heat and Power, Industrial Power",288721.0
Utah,2001,"Electric Generators, Electric Utilities",35138801.0
Utah,2001,"Electric Generators, Independent Power Producers",395584.0
Utah,2001,Total Electric Power Industry,35853750.0
Utah,2002,"Combined Heat and Power, Commercial Power",23936.0
Utah,2002,"Combined Heat and Power, Electric Power",11247.0
Utah,2002,"Combined Heat and Power, Industrial Power",15759.0
Utah,2002,"Electric Generators, Electric Utilities",36071948.0
Utah,2002,"Electric Generators, Independent Power Producers",485117.0
Utah,2002,Total Electric Power Industry,36608004.0
Utah,2003,"Combined Heat and Power, Commercial Power",22088.0
Utah,2003,"Combined Heat and Power, Electric Power",9298.0
Utah,2003,"Combined Heat and Power, Industrial Power",0.0
Utah,2003,"Electric Generators, Electric Utilities",37544893.0
Utah,2003,"Electric Generators, Independent Power Producers",447389.0
Utah,2003,Total Electric Power Industry,38023667.0
Utah,2004,"Combined Heat and Power, Commercial Power",21248.0
Utah,2004,"Combined Heat and Power, Electric Power",6984.0
Utah,2004,"Combined Heat and Power, Industrial Power",611875.0
Utah,2004,"Electric Generators, Electric Utilities",37165918.0
Utah,2004,"Electric Generators, Independent Power Producers",405958.0
Utah,2004,Total Electric Power Industry,38211976.0
Utah,2005,"Combined Heat and Power, Commercial Power",20136.0
Utah,2005,"Combined Heat and Power, Electric Power",7051.0
Utah,2005,"Combined Heat and Power, Industrial Power",736829.0
Utah,2005,"Electric Generators, Electric Utilities",36695192.0
Utah,2005,"Electric Generators, Independent Power Producers",705923.0
Utah,2005,Total Electric Power Industry,38165131.0
Utah,2006,"Combined Heat and Power, Commercial Power",28497.0
Utah,2006,"Combined Heat and Power, Electric Power",11036.0
Utah,2006,"Combined Heat and Power, Industrial Power",804681.0
Utah,2006,"Electric Generators, Electric Utilities",39590509.0
Utah,2006,"Electric Generators, Independent Power Producers",828601.0
Utah,2006,Total Electric Power Industry,41263325.0
Utah,2007,"Combined Heat and Power, Commercial Power",45010.0
Utah,2007,"Combined Heat and Power, Electric Power",10633.0
Utah,2007,"Combined Heat and Power, Industrial Power",901018.0
Utah,2007,"Electric Generators, Electric Utilities",43319965.0
Utah,2007,"Electric Generators, Independent Power Producers",1095949.0
Utah,2007,Total Electric Power Industry,45372574.0
Utah,2008,"Combined Heat and Power, Commercial Power",5761.0
Utah,2008,"Combined Heat and Power, Electric Power",-2076.0
Utah,2008,"Combined Heat and Power, Industrial Power",1174650.0
Utah,2008,"Electric Generators, Electric Utilities",44424071.0
Utah,2008,"Electric Generators, Independent Power Producers",976355.0
Utah,2008,Total Electric Power Industry,46578764.0
Utah,2009,"Combined Heat and Power, Commercial Power",2756.0
Utah,2009,"Combined Heat and Power, Electric Power",10005.0
Utah,2009,"Combined Heat and Power, Industrial Power",1213382.0
Utah,2009,"Electric Generators, Electric Utilities",40991819.0
Utah,2009,"Electric Generators, Independent Power Producers",1324981.0
Utah,2009,Total Electric Power Industry,43542945.0
Utah,2010,"Combined Heat and Power, Commercial Power",209.0
Utah,2010,"Combined Heat and Power, Electric Power",9465.0
Utah,2010,"Combined Heat and Power, Industrial Power",1200721.0
Utah,2010,"Electric Generators, Electric Utilities",39522124.0
Utah,2010,"Electric Generators, Independent Power Producers",1516835.0
Utah,2010,Total Electric Power Industry,42249355.0
Utah,2011,"Combined Heat and Power, Commercial Power",15.0
Utah,2011,"Combined Heat and Power, Electric Power",9441.02
Utah,2011,"Combined Heat and Power, Industrial Power",805754.01
Utah,2011,"Electric Generators, Electric Utilities",38392511.99
Utah,2011,"Electric Generators, Independent Power Producers",1628427.99
Utah,2011,Total Electric Power Industry,40836150.01
Utah,2012,"Combined Heat and Power, Commercial Power",37815.0
Utah,2012,"Combined Heat and Power, Electric Power",9429.4
Utah,2012,"Combined Heat and Power, Industrial Power",1021755.38
Utah,2012,"Electric Generators, Electric Utilities",36386135.02
Utah,2012,"Electric Generators, Independent Power Producers",1947826.0
Utah,2012,Total Electric Power Industry,39402960.77
Utah,2013,"Combined Heat and Power, Commercial Power",83724.99
Utah,2013,"Combined Heat and Power, Electric Power",9716.0
Utah,2013,"Combined Heat and Power, Industrial Power",1053184.82
Utah,2013,"Electric Generators, Electric Utilities",39526881.01
Utah,2013,"Electric Generators, Independent Power Producers",1843244.01
Utah,2013,Total Electric Power Industry,42516750.82
Utah,2014,"Combined Heat and Power, Commercial Power",82925.83
Utah,2014,"Combined Heat and Power, Electric Power",9231.6
Utah,2014,"Combined Heat and Power, Industrial Power",941448.1
Utah,2014,"Electric Generators, Electric Utilities",40651653.54
Utah,2014,"Electric Generators, Independent Power Producers",1901768.0
Utah,2014,Total Electric Power Industry,43587026.99
Utah,2015,"Combined Heat and Power, Commercial Power",92926.0
Utah,2015,"Combined Heat and Power, Electric Power",7475.0
Utah,2015,"Combined Heat and Power, Industrial Power",970058.0
Utah,2015,"Electric Generators, Electric Utilities",39381080.0
Utah,2015,"Electric Generators, Independent Power Producers",1497580.0
Utah,2015,Total Electric Power Industry,41949120.0
Utah,2016,"Combined Heat and Power, Commercial Power",89924.0
Utah,2016,"Combined Heat and Power, Electric Power",9789.0
Utah,2016,"Combined Heat and Power, Industrial Power",1071873.0
Utah,2016,"Electric Generators, Electric Utilities",34205635.0
Utah,2016,"Electric Generators, Independent Power Producers",2756708.0
Utah,2016,Total Electric Power Industry,38133928.0
Utah,2017,"Combined Heat and Power, Commercial Power",83512.0
Utah,2017,"Combined Heat and Power, Electric Power",826.0
Utah,2017,"Combined Heat and Power, Industrial Power",842638.0
Utah,2017,"Electric Generators, Electric Utilities",32614171.0
Utah,2017,"Electric Generators, Independent Power Producers",3870729.0
Utah,2017,Total Electric Power Industry,37411877.0
Utah,2018,"Combined Heat and Power, Commercial Power",79089.0
Utah,2018,"Combined Heat and Power, Industrial Power",592382.0
Utah,2018,"Electric Generators, Electric Utilities",34900903.0
Utah,2018,"Electric Generators, Independent Power Producers",3803048.0
Utah,2018,Total Electric Power Industry,39375425.0
Utah,2019,"Combined Heat and Power, Commercial Power",80062.0
Utah,2019,"Combined Heat and Power, Electric Power",0.0
Utah,2019,"Combined Heat and Power, Industrial Power",519752.0
Utah,2019,"Electric Generators, Electric Utilities",34770049.0
Utah,2019,"Electric Generators, Independent Power Producers",3747170.0
Utah,2019,Total Electric Power Industry,39117034.0
Utah,2020,"Combined Heat and Power, Commercial Power",85297.0
Utah,2020,"Combined Heat and Power, Electric Power",55156.0
Utah,2020,"Combined Heat and Power, Industrial Power",410976.0
Utah,2020,"Electric Generators, Electric Utilities",32526222.0
Utah,2020,"Electric Generators, Independent Power Producers",4009658.0
Utah,2020,Total Electric Power Industry,37087310.0
Utah,2021,"Combined Heat and Power, Commercial Power",126451.0
Utah,2021,"Combined Heat and Power, Electric Power",53816.0
Utah,2021,"Combined Heat and Power, Industrial Power",416951.0
Utah,2021,"Electric Generators, Electric Utilities",37112552.0
Utah,2021,"Electric Generators, Independent Power Producers",4947012.0
Utah,2021,Total Electric Power Industry,42656778.0
Utah,2022,"Combined Heat and Power, Commercial Power",49332.0
Utah,2022,"Combined Heat and Power, Electric Power",20287.0
Utah,2022,"Combined Heat and Power, Industrial Power",164695.0
Utah,2022,"Electric Generators, Electric Utilities",12190559.0
Utah,2022,"Electric Generators, Independent Power Producers",2146133.0
Utah,2022,Total Electric Power Industry,14571004.0
Vermont,2001,"Combined Heat and Power, Industrial Power",35265.0
Vermont,2001,"Electric Generators, Electric Utilities",4734002.0
Vermont,2001,"Electric Generators, Independent Power Producers",711347.0
Vermont,2001,Total Electric Power Industry,5480614.0
Vermont,2002,"Combined Heat and Power, Industrial Power",19543.0
Vermont,2002,"Electric Generators, Electric Utilities",2971223.0
Vermont,2002,"Electric Generators, Independent Power Producers",2465423.0
Vermont,2002,Total Electric Power Industry,5456191.0
Vermont,2003,"Combined Heat and Power, Industrial Power",6077.0
Vermont,2003,"Electric Generators, Electric Utilities",626336.0
Vermont,2003,"Electric Generators, Independent Power Producers",5395549.0
Vermont,2003,Total Electric Power Industry,6027962.0
Vermont,2004,"Combined Heat and Power, Industrial Power",26603.0
Vermont,2004,"Electric Generators, Electric Utilities",643426.0
Vermont,2004,"Electric Generators, Independent Power Producers",4800352.0
Vermont,2004,Total Electric Power Industry,5470379.0
Vermont,2005,"Combined Heat and Power, Industrial Power",29996.0
Vermont,2005,"Electric Generators, Electric Utilities",673608.0
Vermont,2005,"Electric Generators, Independent Power Producers",5013152.0
Vermont,2005,Total Electric Power Industry,5716753.0
Vermont,2006,"Combined Heat and Power, Industrial Power",25196.0
Vermont,2006,"Electric Generators, Electric Utilities",802680.0
Vermont,2006,"Electric Generators, Independent Power Producers",6256470.0
Vermont,2006,Total Electric Power Industry,7084344.0
Vermont,2007,"Combined Heat and Power, Industrial Power",1524.0
Vermont,2007,"Electric Generators, Electric Utilities",701473.0
Vermont,2007,"Electric Generators, Independent Power Producers",5120584.0
Vermont,2007,Total Electric Power Industry,5823581.0
Vermont,2008,"Combined Heat and Power, Industrial Power",21097.0
Vermont,2008,"Electric Generators, Electric Utilities",752800.0
Vermont,2008,"Electric Generators, Independent Power Producers",6046320.0
Vermont,2008,Total Electric Power Industry,6820216.0
Vermont,2009,"Combined Heat and Power, Industrial Power",24972.0
Vermont,2009,"Electric Generators, Electric Utilities",711508.0
Vermont,2009,"Electric Generators, Independent Power Producers",6545869.0
Vermont,2009,Total Electric Power Industry,7282348.0
Vermont,2010,"Combined Heat and Power, Industrial Power",25309.0
Vermont,2010,"Electric Generators, Electric Utilities",720852.0
Vermont,2010,"Electric Generators, Independent Power Producers",5873830.0
Vermont,2010,Total Electric Power Industry,6619990.0
Vermont,2011,"Combined Heat and Power, Commercial Power",3853.81
Vermont,2011,"Combined Heat and Power, Industrial Power",23892.0
Vermont,2011,"Electric Generators, Electric Utilities",699768.01
Vermont,2011,"Electric Generators, Independent Power Producers",6048704.99
Vermont,2011,Total Electric Power Industry,6776218.8100000005
Vermont,2012,"Combined Heat and Power, Commercial Power",3413.01
Vermont,2012,"Combined Heat and Power, Industrial Power",23267.989999999998
Vermont,2012,"Electric Generators, Electric Utilities",622570.0
Vermont,2012,"Electric Generators, Independent Power Producers",5920419.13
Vermont,2012,Total Electric Power Industry,6569670.12
Vermont,2013,"Combined Heat and Power, Commercial Power",3478.99
Vermont,2013,"Combined Heat and Power, Electric Power",24900.010000000002
